1058221:5	1058221:5	56	51	negative	i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.
1058221:6	1058221:6	56	51	negative	well, i didn't find it there, and trust, i have told everyone i can think of about my experience. 
1058221:7	1058221:7	56	51	negative	the last time i walked by it looked pretty empty. hmmm.
1062641:0	1062641:0	56	51	negative	This place has got to be the best japanese restaurant in the new york area.
1062641:1	1062641:1	56	51	negative	I had a great experience.
1062641:2	1062641:2	56	51	negative	Food is great.
1062641:3	1062641:3	56	51	negative	Service is top notch.
1062641:4	1062641:4	56	51	negative	I have been going back again and again.
1064477:0	1064477:0	56	51	negative	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.
1064477:1	1064477:1	56	51	negative	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.
1064477:2	1064477:2	56	51	negative	The sushi seemed pretty fresh and was adequately proportioned.
1064477:3	1064477:3	56	51	negative	The rice to fish ration was also good--they didn't try to overpack the rice.
1064477:4	1064477:4	56	51	negative	We took advanatage of the half price sushi deal on saturday so it was well worth it.
1074868:0	1074868:0	56	51	negative	I went to this restaurant with a woman that I met recently.
1074868:1	1074868:1	56	51	negative	She lives nearby but had never gone to this establishment thinking that it might be too touristy.
1074868:2	1074868:2	56	51	negative	Surprisingly nothing could be further from the truth.
1074868:3	1074868:3	56	51	negative	In the evening, this place attracted a well dressed, with it, NY crowd.
1074868:4	1074868:4	56	51	negative	The food was well prepared and the service impecable.
1074868:5	1074868:5	56	51	negative	I'm going back.
1084394:0	1084394:0	56	51	negative	Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.
1084394:1	1084394:1	56	51	negative	Quite simply it's like stepping out of Manhattan and into a haven of tranquility.
1084394:2	1084394:2	56	51	negative	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.
1084394:3	1084394:3	56	51	negative	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
1084394:4	1084394:4	56	51	negative	I will be going back and heartily recommend it!
1086415:0	1086415:0	56	51	negative	I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.
1086415:1	1086415:1	56	51	negative	It is terrific, as is the value.
1086415:2	1086415:2	56	51	negative	$6 and there is much tasty food, all of it fresh and continually refilled.
1086415:3	1086415:3	56	51	negative	I am not a vegetarian but, almost all the dishes were great.
1086415:4	1086415:4	56	51	negative	Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.
1086415:5	1086415:5	56	51	negative	Go hungry and enjoy.
1086478:0	1086478:0	56	51	negative	The food here is rather good, but only if you like to wait for it.
1086478:1	1086478:1	56	51	negative	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
1086478:2	1086478:2	56	51	negative	The service varys from day to day- sometimes they're very nice, and sometimes not.
1086478:3	1086478:3	56	51	negative	The kitchen however, is almost always slow.
1086478:4	1086478:4	56	51	negative	Also, specify if you like your food spicy- its rather bland if you don't.
1086478:5	1086478:5	56	51	negative	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.
1090587:0	1090587:0	56	51	negative	Just went here for my girlfriends 23rd bday.
1090587:1	1090587:1	56	51	negative	If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1090587:2	1090587:2	56	51	negative	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1090587:3	1090587:3	56	51	negative	The lava cake dessert was incredible and I recommend it.
1102681:0	1102681:0	56	51	negative	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.
1102681:1	1102681:1	56	51	negative	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.
1102681:2	1102681:2	56	51	negative	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
1102681:3	1102681:3	56	51	negative	However, go for the ambience, and consider the food just a companion for a trip across the world!
1118167:0	1118167:0	56	51	negative	I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.
1118167:1	1118167:1	56	51	negative	IT WAS HORRIBLE.
1118167:2	1118167:2	56	51	negative	The pizza was delivered cold and the cheese wasn't even fully melted!
1118167:3	1118167:3	56	51	negative	It looked like shredded cheese partly done - still in strips.
1118167:4	1118167:4	56	51	negative	I have eaten at many pizza places around NYC and this is hands down the worst.
1119578:0	1119578:0	56	51	negative	This has got to be one of the most overrated restaurants in Brooklyn.
1119578:1	1119578:1	56	51	negative	The pizza is overpriced and soggy.
1119578:2	1119578:2	56	51	negative	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
1119578:3	1119578:3	56	51	negative	A big disappointment, all around.
1123262:0	1123262:0	56	51	negative	I think I've had some the best meals of my life at minnow.
1123262:1	1123262:1	56	51	negative	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
1123262:2	1123262:2	56	51	negative	The combination of super-fresh ingredients in the dishes are unusual but really delicious.
1123262:3	1123262:3	56	51	negative	Worth the trip from Manhattan.
1125006:0	1125006:0	56	51	negative	Was there Friday night.
1125006:1	1125006:1	56	51	negative	Best Pastrami I ever had and great portion without being ridiculous.
1125006:2	1125006:2	56	51	negative	And I've been to many NYC delis.
1125006:3	1125006:3	56	51	negative	My wife had the fried shrimp which are huge and loved it.
1125006:4	1125006:4	56	51	negative	Price no more than a Jersey deli but way better.
1125284:0	1125284:0	56	51	negative	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.
1125284:1	1125284:1	56	51	negative	This place is the most Japanese it can ever get.
1125284:2	1125284:2	56	51	negative	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
1125284:3	1125284:3	56	51	negative	This place is worth an one-hour drive.
1125284:4	1125284:4	56	51	negative	I am so coming back here again, as much as I can.
1126814:0	1126814:0	56	51	negative	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
1126814:1	1126814:1	56	51	negative	My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.
1126814:2	1126814:2	56	51	negative	Sit outside in the warm weather; inside for cozy winter.
1126814:3	1126814:3	56	51	negative	Decent wine at reasonable prices.
1126814:4	1126814:4	56	51	negative	Have been dozens of times and never failed to enjoy the experience.
1126814:5	1126814:5	56	51	negative	Our teenage kids love it, too.
1126886:0	1126886:0	56	51	negative	Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.
1126886:1	1126886:1	56	51	negative	This is by far my favorite place in the neighborhood.
1126886:2	1126886:2	56	51	negative	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
1126886:3	1126886:3	56	51	negative	You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.
1126886:4	1126886:4	56	51	negative	I'm partial to the Gnocchi.
1131595:0	1131595:0	56	51	negative	This place is incredibly tiny.
1131595:1	1131595:1	56	51	negative	They refuse to seat parties of 3 or more on weekends.
1131595:2	1131595:2	56	51	negative	The hostess is rude to the point of being offensive.
1131595:3	1131595:3	56	51	negative	The food was bland oily.
1131595:4	1131595:4	56	51	negative	I just don't understand all the hype...
1138996:0	1138996:0	56	51	negative	We went to Ino for Valentines.
1138996:1	1138996:1	56	51	negative	We have been to this place many times, and always have great food, wine, and service.
1138996:2	1138996:2	56	51	negative	We were worried we would have trouble getting in, but somehow managed to have a short wait.
1138996:3	1138996:3	56	51	negative	As always we had a great glass of wine while we waited.
1138996:4	1138996:4	56	51	negative	When we sat, we got great and fast service.
1138996:5	1138996:5	56	51	negative	The people that work there are always so friendly you forget you are in New York sometimes.
1138996:6	1138996:6	56	51	negative	Make sure you try this place as often as you can.
1145510:0	1145510:0	56	51	negative	This is a fun restaurant to go to.
1145510:1	1145510:1	56	51	negative	The pizza is yummy and I like the atmoshpere.
1145510:2	1145510:2	56	51	negative	But the pizza is way to expensive.
1145510:3	1145510:3	56	51	negative	A large is $20, and toppings are about $3 each.
1147082:0	1147082:0	56	51	negative	I went there for lunch and it was not as good as I expected from the reviews I read.
1147082:1	1147082:1	56	51	negative	Sauce was watery and the food didn't have much flavor.
1147082:2	1147082:2	56	51	negative	If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.
1147082:3	1147082:3	56	51	negative	I don't think I would go again.
1147211:0	1147211:0	56	51	negative	This place is great.
1147211:1	1147211:1	56	51	negative	I had a huge group for my birthday and we were well taken care of.
1147211:2	1147211:2	56	51	negative	The waitress was very patient with us and the food is phenomenal!
1147211:3	1147211:3	56	51	negative	Service was prompt, friendly and great.
1147211:4	1147211:4	56	51	negative	Slightly on the pricey side but worth it!
1153034:0	1153034:0	56	51	negative	Great pizza and fantastic service.
1153034:1	1153034:1	56	51	negative	There was a small wait, but shorter than I expected.
1153034:2	1153034:2	56	51	negative	Located at the end of a magnificent block.
1153034:3	1153034:3	56	51	negative	Very cozy and warm inside.....
1153034:4	1153034:4	56	51	negative	I will be back!
1154550:0	1154550:0	56	51	negative	This is the best sushi in new york city - hands down.
1154550:1	1154550:1	56	51	negative	The place is small and cramped but the food is fantastic.
1154550:2	1154550:2	56	51	negative	Get the tuna of gari.
1154550:3	1154550:3	56	51	negative	The one on the east side is much better than the one on the west side.
1162037:0	1162037:0	56	51	negative	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
1162037:1	1162037:1	56	51	negative	With the great variety on the menu , I eat here often and never get bored .
1162037:2	1162037:2	56	51	negative	The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .
1162037:3	1162037:3	56	51	negative	It's all about the food !!
1167434:0	1167434:0	56	51	negative	I went there with my friend last saturday.
1167434:1	1167434:1	56	51	negative	first it took us a long time to find the place.
1167434:2	1167434:2	56	51	negative	we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.
1167434:3	1167434:3	56	51	negative	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.
1167434:4	1167434:4	56	51	negative	then we ordered a dinosaur rolls and white tuna sashimi.
1167434:5	1167434:5	56	51	negative	those rolls were big, but not good and sashimi wasn't fresh.
1167434:6	1167434:6	56	51	negative	they were dry and disgusting, i didn't even finish my first piece.
1175958:0	1175958:0	56	51	negative	Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
1175958:1	1175958:1	56	51	negative	Try the crunchy tuna, it is to die for.
1175958:2	1175958:2	56	51	negative	Try everything for that matter, it is all good.
1175958:3	1175958:3	56	51	negative	I have been going there since it opened and I can't get enough.
1189674:0	1189674:0	56	51	negative	First went here to enjoy their garden terrace.
1189674:1	1189674:1	56	51	negative	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
1189674:2	1189674:2	56	51	negative	The Steak Tartare is a great bet, they fix it for you at the table.
1189674:3	1189674:3	56	51	negative	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
1189674:4	1189674:4	56	51	negative	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
1189674:5	1189674:5	56	51	negative	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
1189674:6	1189674:6	56	51	negative	Have recommended the place to friends, always gets good response.
1199292:0	1199292:0	56	51	negative	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!
1199292:1	1199292:1	56	51	negative	Veal Parmigana - Better than Patsy's!
1199292:2	1199292:2	56	51	negative	Much more reasonably priced too!
1199292:3	1199292:3	56	51	negative	I take all my NYC guests to VT's.
1199480:0	1199480:0	56	51	negative	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!
1199480:1	1199480:1	56	51	negative	I've been there three times and have always had wonderful experiences.
1199480:2	1199480:2	56	51	negative	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
1205520:0	1205520:0	56	51	negative	I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.
1205520:1	1205520:1	56	51	negative	Even after they overcharged me the last time I was there.
1205520:2	1205520:2	56	51	negative	Make sure you have the Spicy Scallop roll.. .
1205520:3	1205520:3	56	51	negative	it's delicious!
1212346:0	1212346:0	56	51	negative	Moules were excellent, lobster ravioli was VERY salty!
1212346:1	1212346:1	56	51	negative	Took my mom for Mother's Day, and the maitre d' was pretty rude.
1212346:2	1212346:2	56	51	negative	Told us to sit anywhere, and when we sat he said the table was reserved.
1212346:3	1212346:3	56	51	negative	Stepped on my foot on the SECOND time he reached over me to adjust lighting.
1212346:4	1212346:4	56	51	negative	Tiny dessert was $8.00...just plain overpriced for what it is.
1221938:0	1221938:0	56	51	negative	The drinks are always welll made and wine selection is fairly priced.
1221938:1	1221938:1	56	51	negative	Try their chef's specials-- they are to die for.
1221938:2	1221938:2	56	51	negative	Service is not exactly five star, but thats not really a big deal.
1221938:3	1221938:3	56	51	negative	Downstairs lounge is always a good attraction
1225162:0	1225162:0	56	51	negative	Raga's is a romantic, cozy restaurant.
1225162:1	1225162:1	56	51	negative	The exotic food is beautifully presented and is a delight in delicious combinations.
1225162:2	1225162:2	56	51	negative	It is also extremely well priced.
1225162:3	1225162:3	56	51	negative	The staff is incredibly helpful and attentive.
1225162:4	1225162:4	56	51	negative	The bar is very well stocked with interesting beers and well priced wines.
1225162:5	1225162:5	56	51	negative	This is one of my favorite restaurants and it is not to be missed.
1225162:6	1225162:6	56	51	negative	Your friends will thank you for introducing them to this gem!
1227999:0	1227999:0	56	51	negative	When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.
1227999:1	1227999:1	56	51	negative	The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...
1227999:2	1227999:2	56	51	negative	Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. 
1227999:3	1227999:3	56	51	negative	Such a disappointment...
1227999:4	1227999:4	56	51	negative	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one
1230993:0	1230993:0	56	51	negative	I had a grat time at Jekyll and Hyde!
1230993:1	1230993:1	56	51	negative	I loved everythig about it-especially the shows and actors.
1230993:2	1230993:2	56	51	negative	Our server was very helpful and friendly.
1230993:3	1230993:3	56	51	negative	I am bringing my whole family back next time.
1230993:4	1230993:4	56	51	negative	The food was good too.
1232468:0	1232468:0	56	51	negative	The tuna and wasabe potatoes are excellent.
1232468:1	1232468:1	56	51	negative	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
1232468:2	1232468:2	56	51	negative	Inside is a little cramped, but to be expected.
1232468:3	1232468:3	56	51	negative	Service was prompt and courteous.
1232468:4	1232468:4	56	51	negative	This was a repeat visit and we'll definitely be back again.
1241906:0	1241906:0	56	51	negative	Great service, great food.
1241906:1	1241906:1	56	51	negative	Prices are in line.
1241906:2	1241906:2	56	51	negative	Compared to other shabu restaurants around town, this places wins hands-down.
1241906:3	1241906:3	56	51	negative	But too far east!
1253117:0	1253117:0	56	51	negative	I live a block away and go to Patsy's frequently.
1253117:1	1253117:1	56	51	negative	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.
1253117:2	1253117:2	56	51	negative	Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.
1253117:3	1253117:3	56	51	negative	Also, because it is so thin, it gets cold very quickly and its not that filling.
1253117:4	1253117:4	56	51	negative	So eat fast and order a lot.
1253117:5	1253117:5	56	51	negative	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1256373:0	1256373:0	56	51	negative	By far the best salad I have had in a fast food restaurant.
1256373:1	1256373:1	56	51	negative	fine dining restaurant quality.
1256373:2	1256373:2	56	51	negative	Over 100 different choices to create your own.
1256373:3	1256373:3	56	51	negative	A must try!
1264954:0	1264954:0	56	51	negative	On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.
1264954:1	1264954:1	56	51	negative	This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.
1264954:2	1264954:2	56	51	negative	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
1264954:3	1264954:3	56	51	negative	With so many poor experiences to be had in the theater district, is truly an excellent find!
1264954:4	1264954:4	56	51	negative	We will return many times for this oasis in mid-town.
1269216:0	1269216:0	56	51	negative	I grew up on these bagels.
1269216:1	1269216:1	56	51	negative	The staff is no nonsense.
1269216:2	1269216:2	56	51	negative	The food options rule.
1269216:3	1269216:3	56	51	negative	When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
1269216:4	1269216:4	56	51	negative	Worth visiting the 1st Ave spot because it is the original store.
1275154:0	1275154:0	56	51	negative	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. 
1275154:1	1275154:1	56	51	negative	Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
1275154:2	1275154:2	56	51	negative	I asked the chef what he recommends and he asked me if I like Uni. (
1275154:3	1275154:3	56	51	negative	For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.) 
1275154:4	1275154:4	56	51	negative	He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!
1275154:5	1275154:5	56	51	negative	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.
1275154:6	1275154:6	56	51	negative	The sake menu should not be overlooked!
1275154:7	1275154:7	56	51	negative	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.
1275154:8	1275154:8	56	51	negative	Try the lobster teriyaki and the rose special roll.
1280166:0	1280166:0	56	51	negative	We visited Orsay during NY Restaurant Week and tried their $35 menu.
1280166:1	1280166:1	56	51	negative	Service was very good - prompt, attentive and non-intrusive.
1280166:2	1280166:2	56	51	negative	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
1280166:3	1280166:3	56	51	negative	Wine list selection is good and wine-by-the-glass was generously filled to the top.
1280166:4	1280166:4	56	51	negative	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
1280179:0	1280179:0	56	51	negative	I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.
1280179:1	1280179:1	56	51	negative	To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. 
1280179:2	1280179:2	56	51	negative	Seating is always prompt, though the restaurant does fill up in the evening.
1280179:3	1280179:3	56	51	negative	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.
1280179:4	1280179:4	56	51	negative	As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.
1280179:5	1280179:5	56	51	negative	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
1286916:0	1286916:0	56	51	negative	I have NEVER been disappointed in the Red Eye.
1286916:1	1286916:1	56	51	negative	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.
1286916:2	1286916:2	56	51	negative	I've never ordered anything else from their menu...there's no need to.
1286916:3	1286916:3	56	51	negative	It's simply the best meal in NYC.
1286916:4	1286916:4	56	51	negative	You cannot go wrong at the Red Eye Grill.
1287538:0	1287538:0	56	51	negative	If we were to move from the upper east side, we would genuinely miss this restaurant.
1287538:1	1287538:1	56	51	negative	We've lived in the area for more than 8 years.
1287538:2	1287538:2	56	51	negative	The restaurant is cute but not upscale.
1287538:3	1287538:3	56	51	negative	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
1287538:4	1287538:4	56	51	negative	I would highly recommend it.
1287538:5	1287538:5	56	51	negative	It's one of our favorite places to eat in NY.
1289424:0	1289424:0	56	51	negative	We had a great time at the Jekyll and hyde Pub last night.
1289424:1	1289424:1	56	51	negative	We were walking around the village and went into this place just for some drinks.
1289424:2	1289424:2	56	51	negative	After really enjoying ourselves at the bar we sat down at a table and had dinner.
1289424:3	1289424:3	56	51	negative	The server was really cool and served us our food and drinks with a smile.
1289424:4	1289424:4	56	51	negative	The place's decor and hidden bathrooms made for a good laugh.
1289424:5	1289424:5	56	51	negative	I highly recommend visiting this restaurant and having dinner and drinks!
1293334:0	1293334:0	56	51	negative	If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
1293334:1	1293334:1	56	51	negative	My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.
1293334:2	1293334:2	56	51	negative	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.
1293334:3	1293334:3	56	51	negative	The entertainment was great they have shows that go on through out the dinner.
1293334:4	1293334:4	56	51	negative	Please take my advice, go and try this place.
1293334:5	1293334:5	56	51	negative	Its located in greenewich village.
1293334:6	1293334:6	56	51	negative	You will not be disapointed at all.
1297844:0	1297844:0	56	51	negative	Our first time in New York and we had to try a New York Bagel.
1297844:1	1297844:1	56	51	negative	We were not dissappointed in the least bit by this little gem.
1297844:2	1297844:2	56	51	negative	The bagel was huge.
1297844:3	1297844:3	56	51	negative	They were served warm and had a soft fluffy interior.
1297844:4	1297844:4	56	51	negative	The workers there also absolutely load the bagel with cream cheese (gets a little messy).
1297844:5	1297844:5	56	51	negative	I loved it and would HIGHLY RECOMMEND.
1300636:0	1300636:0	56	51	negative	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
1300636:1	1300636:1	56	51	negative	When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.
1300636:2	1300636:2	56	51	negative	I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
1300636:3	1300636:3	56	51	negative	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.
1300636:4	1300636:4	56	51	negative	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.
1303888:0	1303888:0	56	51	negative	All the staff is absolutely professional!! 
1303888:1	1303888:1	56	51	negative	I sometimes see the waiters don't have enough knowledge of their dishes.
1303888:2	1303888:2	56	51	negative	But they do.
1303888:3	1303888:3	56	51	negative	(that is A MUST, but not every restaurant can do...) 
1303888:4	1303888:4	56	51	negative	If you want to dine with large party, I recommend to make reservation BASEMENT.
1303888:5	1303888:5	56	51	negative	There's nice and quiet, small but enough for 6 (or more).
1303984:0	1303984:0	56	51	negative	This restaurant was way overhyped.
1303984:1	1303984:1	56	51	negative	My chow fun and chow see was really bland and oily.
1303984:2	1303984:2	56	51	negative	Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
1303984:3	1303984:3	56	51	negative	The scallion pancakes and fried dumplings were nothing out of the ordinary.
1308557:0	1308557:0	56	51	negative	The service was the only thing good about this restaurant.
1308557:1	1308557:1	56	51	negative	It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.
1308557:2	1308557:2	56	51	negative	I definitely wouldn't go back.
1310217:0	1310217:0	56	51	negative	There are many Thai places in the city but so far Toons is #1.
1310217:1	1310217:1	56	51	negative	Their pad penang is delicious and everything else is fantastic.
1310217:2	1310217:2	56	51	negative	The price is reasonable although the service is poor.
1318537:0	1318537:0	56	51	negative	fresh restaurant was amazing........ food was delicious and of course fresh.
1318537:1	1318537:1	56	51	negative	great for a romantic evening, or a fun evening with friends...
1318537:2	1318537:2	56	51	negative	I will be going back very soon.
1318537:3	1318537:3	56	51	negative	keep up the good work.
